"Download Date","Awarding Office","FAIN","Award Number","Recipient Name","Action Date (Date Terminated)","Total Amount Obligated","Total Amount Expended","Total Payment Amount (As of Termination)","Unliquidated Obligations (As of Termination)","Award Title","Presidential Action","For Cause (Put X if applicable)","Organization City","Organization State","Organization Country","PI Names","Funding Institutes","Project Terms"
"2025-04-24","NIH","R01MD016082","5R01MD016082-04","Washington University","2025-03-12","$2,549,651.00","$2,112,629.79","2112629.79","$437,021.21","Efficacy Of A Multi-Level School Intervention For Lgbtq Youth","N/A - Departmental Authority","-","SAINT LOUIS","MO","UNITED STATES","Jeremy Thomas Goldbach","NIMHD - National Institute on Minority Health and Health Disparities","0-11 years old; Academy; Address; Administrator; Adolescent; Adolescent Youth; Advisory Committees; advisory team; Affect; Ally; Anxiety; Attitude; Be..."
"2025-04-24","NIH","R01MD016384","5R01MD016384-03","University Of Nebraska Lincoln","2025-03-12","$2,340,662.00","$2,177,493.15","2177493.15","$163,168.85","An Innovative Prospective Model To Understand Risk And Protective Factors For Sexual Assault Experie...","N/A - Departmental Authority","-","LINCOLN","NE","UNITED STATES","Katie M Edwards","NIMHD - National Institute on Minority Health and Health Disparities","21+ years old; Acquaintances; Address; Adult; Adult Human; Age; Alcohol abuse; Black; Black race; Causality; Child Sexual Abuse; Child Sexual Molestat..."
"2025-04-24","NIH","R01MD019178","5R01MD019178-02","Johns Hopkins University","2025-03-12","$2,193,004.00","$870,154.03","870154.03","$1,105,281.00","A Multi-Level Trauma-Informed Approach To Increase Hiv Pre-Exposure Prophylaxis Initiation Among Bla...","N/A - Departmental Authority","-","BALTIMORE","MD","UNITED STATES","Tiara C. Willie","NIMHD - National Institute on Minority Health and Health Disparities","Adoption; Affect; Baltimore; Black; Black race; Client; Aggregated Data; Data Aggregation; Educational aspects; Education; Eligibility; Protocol Scree..."
"2025-04-24","NIH","R01MH118004","5R01MH118004-05","Columbia University","2025-03-12","$2,984,798.00","$2,652,048.77","2652048.77","$332,749.51","A Randomized Trial Of Impact+ A Coping Intervention To Improve Clinical And Mental Health Outcomes A...","N/A - Departmental Authority","-","NEW YORK","NY","UNITED STATES","KATHLEEN J SIKKEMA","NIMH - National Institute of Mental Health","Research; Risk; South Africa; Stress; Post-Traumatic Stress Disorders; PTSD; Post-Traumatic Neuroses; Posttraumatic Neuroses; post-trauma stress disor..."
"2025-04-24","NIH","R01MH121194","5R01MH121194-04","University Of Miami Coral Gables","2025-03-12","$3,469,958.00","$3,221,784.01","3221784.01","$222,976.62","Monitoring Microaggressions And Adversities To Generate Interventions For Change (Mmagic) For Black ...","N/A - Departmental Authority","-","CORAL GABLES","FL","UNITED STATES","Sannisha K. Dale","NIMH - National Institute of Mental Health","resilience; resilient; Outcome; Population; Trauma; innovation; innovate; innovative; therapy development; develop therapy; intervention development; ..."
"2025-04-24","NIH","R01MH130166","5R01MH130166-03","Us Helping Us, People Into Living, Inc.","2025-03-12","$1,833,087.00","$1,783,893.00","1783893","$49,194.00","Multilevel Racism & Discrimination And Prep Outcomes Among Black Smm In The Southeastern U.S.","N/A - Departmental Authority","-","WASHINGTON","DC","UNITED STATES","DEMARC A HICKSON","NIMH - National Institute of Mental Health","AAMSM; AIDS Virus; AIDS prevention; AIDS test; AIDS/HIV; AIDS/HIV test; Acquired Immune Deficiency Syndrome Virus; Acquired Immunodeficiency Syndrome ..."
"2025-04-24","NIH","R01MH133821","5R01MH133821-02","San Diego State University","2025-03-12","$919,070.00","$452,321.69","452321.69","$466,748.31","The Socioecology Of Sexual Minority Stigma: Data Harmonization To Address Confounding Bias And Inves...","N/A - Departmental Authority","-","SAN DIEGO","CA","UNITED STATES","Arjan  van der Star","NIMH - National Institute of Mental Health","ages; Age; Attitude; driving; Automobile Driving; Meteorological Climate; climatic; Climate; depression; Mental Depression; D.C. Washington; DC Washin..."
"2025-04-24","NIH","R01NR019417","5R01NR019417-03","University Of Alabama At Birmingham","2025-03-12","$1,528,769.00","$1,066,817.74","1066817.74","$461,951.26","Sex Hormones And Identity Affect Nociceptive Expression (Shine)","N/A - Departmental Authority","-","BIRMINGHAM","AL","UNITED STATES","Burel R. Goodin; Robert  Sorge","NINR - National Institute of Nursing Research","Address; Advocacy; Affect; Alabama; Analgesia Tests; Appearance; Aquadiol; Area; Biologic Factor; Biological Factors; Birth; Blood Sample; Blood speci..."
"2025-04-24","NIH","R13HD110322","5R13HD110322-03","Columbia University","2025-03-12","$224,997.00","$211,488.00","211488","$13,509.00","International Workshops On Hiv Pediatrics","N/A - Departmental Authority","-","NEW YORK","NY","UNITED STATES","ELAINE Janine ABRAMS","NICHD - Eunice Kennedy Shriver National Institute of Child Health and Human Development","0-11 years old; 12-20 years old; 15 year old; 15 years of age; 21+ years old; AIDS; AIDS Virus; AIDS prevention; AIDS test; AIDS/HIV test; Accounting;..."
"2025-04-24","NIH","R21AI171249","5R21AI171249-02","Columbia University","2025-03-12","$444,598.00","$424,758.00","424758","$19,840.00","Multimodal Immune Profiling To Determine Mechanisms Of Covid-19 Clinical Trajectory In Uganda","N/A - Departmental Authority","-","NEW YORK","NY","UNITED STATES","Matthew John Cummings","NIAID - National Institute of Allergy and Infectious Diseases","Corticoids; Corticosteroids; Adrenal Cortex Hormones; 21+ years old; Adult Human; adulthood; Adult; Africa; Sub-Saharan Africa; Subsaharan Africa; Afr..."
"2025-04-24","NIH","R21AI175747","5R21AI175747-02","Columbia University","2025-03-12","$452,375.00","$244,643.59","244643.59","$207,731.41","Using Wastewater Surveillance Data To Study Sars-Cov-2 Dynamics And Predict Covid-19 Outcomes","N/A - Departmental Authority","-","NEW YORK","NY","UNITED STATES","Wan  Yang","NIAID - National Institute of Allergy and Infectious Diseases","Accounting; Awareness; Dorsum; Back; Cities; Communities; Death; Cessation of life; epidemiologic; epidemiological; Epidemiology; Evolution; Future; G..."
"2025-04-24","NIH","R21AI178913","5R21AI178913-02","Boston Medical Center","2025-03-12","$489,500.00","$356,132.76","356132.76","$133,367.24","Understanding The Effects Of Cross-Sex Hormone Therapy On Vaginal Mucosal Immunity","N/A - Departmental Authority","-","BOSTON","MA","UNITED STATES","Robin R Ingalls","NIAID - National Institute of Allergy and Infectious Diseases","21+ years old; 3-D; 3-Dimensional; 3D; AIDS Virus; AIDS test; AIDS/HIV test; Acquired Immune Deficiency Syndrome Virus; Acquired Immunodeficiency Synd..."
"2025-04-24","NIH","R21MD018509","5R21MD018509-02","University Of Nebraska Lincoln","2025-03-12","$439,999.00","$384,851.17","384851.17","$55,147.83","Development And Pilot Evaluation Of An Online Mentoring Program To Prevent Adversities Among Trans A...","N/A - Departmental Authority","-","LINCOLN","NE","UNITED STATES","Susan M. Swearer","NIMHD - National Institute on Minority Health and Health Disparities","21+ years old; Adult Human; adulthood; Adult; ages; Age; Alcohol Drinking; EtOH drinking; EtOH use; alcohol ingestion; alcohol intake; alcohol product..."
"2025-04-24","NIH","R21MH127356","5R21MH127356-02","Columbia University","2025-03-12","$346,500.00","$339,498.45","339498.45","$7,001.55","Investigating Associations And Mediating Effects Between Climate And Mental Health And Violence In I...","N/A - Departmental Authority","-","NEW YORK","NY","UNITED STATES","Samantha C. Winter","NIMH - National Institute of Mental Health","Accounting; Affect; Alcohol Drinking; EtOH drinking; EtOH use; alcohol ingestion; alcohol intake; alcohol product use; alcohol use; alcoholic beverage..."
"2025-04-24","NIH","R21MH135489","5R21MH135489-02","Columbia University","2025-03-12","$472,988.00","$289,957.00","289957","$183,031.00","Leveraging Latinx Adolescents Photovoice And Longitudinal Data To Disentangle The Bidirectional Effe...","N/A - Departmental Authority","-","NEW YORK","NY","UNITED STATES","Melissa Juliana DuPont","NIMH - National Institute of Mental Health","12-20 years old; Accountability; Address; Adolescence; Adolescent; Adolescent Youth; Affective Disorders; Age; Anxiety Disorders; Archives; Asian; Att..."
"2025-04-24","NIH","R25GM149980","5R25GM149980-02","Children'S Hosp Of Philadelphia","2025-03-12","$186,266.00","$151,320.70","151320.7","$34,945.30","Developing Modules To Address Microaggressions And Discriminatory Behaviors","N/A - Departmental Authority","-","PHILADELPHIA","PA","UNITED STATES","Andrea Freeman Duncan; STEPHEN S LEFF","NIGMS - National Institute of General Medical Sciences","Address; Awareness; Behavior; Belief; Biomedical Research; Children's Hospital; Cognitive Discrimination; Curriculum; Data; Decision Making; Disabilit..."
"2025-04-24","NIH","R25HD074544","5R25HD074544-10","Columbia University","2025-03-12","$807,300.00","$608,020.00","608020","$199,280.00","Fragile Families Summer Data Training Workshop Series 2021-2025","N/A - Departmental Authority","-","NEW YORK","NY","UNITED STATES","IRWIN  GARFINKEL; Ronald Bernard Mincy","NICHD - Eunice Kennedy Shriver National Institute of Child Health and Human Development","0-11 years old; 15 year old; 15 years of age; Address; Adolescent; Adolescent Youth; Adolescent and Young Adult; Affect; Age; Area; Attention; Behavio..."
"2025-04-24","NIH","R25HG010857","5R25HG010857-05","Stanford University","2025-03-12","$1,294,174.00","$810,205.00","810205","$285,283.00","Genomics Diversity Summer Program (Gdsp) At Stanford","N/A - Departmental Authority","-","STANFORD","CA","UNITED STATES","MICHAEL P. SNYDER","NHGRI - National Human Genome Research Institute","Affect; Climate; Meteorological Climate; climatic; Communities; Data Analyses; Data Analysis; data interpretation; Education; Educational aspects; Gra..."
"2025-04-24","NIH","R25HL096260","5R25HL096260-15","Columbia University","2025-03-12","$415,168.00","$412,514.00","412514","$2,654.00","Best-Dp: Biostatistics & Epidemiology Summer Training Diversity Program","N/A - Departmental Authority","-","NEW YORK","NY","UNITED STATES","Melissa D Begg; Jeff  Goldsmith; Dana March Palmer","NHLBI - National Heart Lung and Blood Institute","Achievement Attainment; Achievement; Award; Behavioral Research; Biomedical Research; Biometry; Biometrics; Biostatistics; Blood; Blood Reticuloendoth..."
"2025-04-24","NIH","R25MH080665","5R25MH080665-13","Columbia University","2025-03-12","$1,282,360.00","$828,976.00","828976","$453,384.00","Hiv Intervention Science Training Program For Underrepresented Investigators","N/A - Departmental Authority","-","NEW YORK","NY","UNITED STATES","Nabila  El-Bassel; Elwin  Wu","NIMH - National Institute of Mental Health","Affect; Attention; Behavioral Sciences; Biomedical Research; Cities; Color; Communities; comorbidity; co-morbid; co-morbidity; Continuity of Patient C..."
"2025-04-24","NIH","R33TW011752","5R33TW011752-06","Columbia University","2025-03-12","$1,016,531.00","$656,616.00","656616","$359,915.00","Preparing For Pre-Exposure Prophylaxis Implementation In Central-Eastern European Countries With Low...","N/A - Departmental Authority","-","NEW YORK","NY","UNITED STATES","Corina  Lelutiu-Weinberger; John Edward Pachankis","FIC - John E. Fogarty International Center for Advanced Study in the Health Sciences","AIDS; AIDS Virus; AIDS prevention; Accountability; Acquired Immune Deficiency; Acquired Immune Deficiency Syndrome; Acquired Immune Deficiency Syndrom..."
"2025-04-24","NIH","R34MH128163","5R34MH128163-03","Columbia University","2025-03-12","$733,466.00","$646,423.84","646423.84","$87,042.16","Development And Testing Of Mypeeps Mobile For Young Transgender Men","N/A - Departmental Authority","-","NEW YORK","NY","UNITED STATES","Robert  Garofalo; Rebecca  Schnall","NIMH - National Institute of Mental Health","Behavior; Behavior Conditioning Therapy; Behavior Modification; Behavior Treatment; Behavioral Conditioning Therapy; Behavioral Modification; Behavior..."
"2025-04-24","NIH","T32AI007531","5T32AI007531-25","Columbia University","2025-03-12","$931,215.00","$754,721.00","754721","$176,495.00","Training In Pediatric Infectious Diseases","N/A - Departmental Authority","-","NEW YORK","NY","UNITED STATES","Alice S Prince; LISA  SAIMAN","NIAID - National Institute of Allergy and Infectious Diseases","Communicable Diseases; Infectious Disease Pathway; Infectious Diseases; Infectious Disorder; Training; pediatric; Childhood"
"2025-04-24","NIH","T32AI106711","5T32AI106711-10","Columbia University","2025-03-12","$1,032,698.00","$1,006,215.00","1006215","$26,483.00","Columbia University Graduate Training Program In Microbiology And Immunology","N/A - Departmental Authority","-","NEW YORK","NY","UNITED STATES","Uttiya  Basu","NIAID - National Institute of Allergy and Infectious Diseases","Immunology; Microbiology; Training Programs; Universities"
"2025-04-24","NIH","T32AI148099","5T32AI148099-05","Columbia University","2025-03-12","$1,370,705.00","$1,199,835.00","1199835","$170,870.00","Training In Translational Immunology Research","N/A - Departmental Authority","-","NEW YORK","NY","UNITED STATES","Megan  Sykes","NIAID - National Institute of Allergy and Infectious Diseases","Research; Training; translational immunology"
"2025-04-24","NIH","T32DK007647","5T32DK007647-35","Columbia University","2025-03-12","$1,539,482.00","$1,446,751.00","1446751","$92,371.00","Graduate Training In Nutrition","N/A - Departmental Authority","-","NEW YORK","NY","UNITED STATES","Anthony W Ferrante; Lori M Zeltser","NIDDK - National Institute of Diabetes and Digestive and Kidney Diseases","Training; nutrition"
"2025-04-24","NIH","T32DK065522","5T32DK065522-20","Columbia University","2025-03-12","$1,252,643.00","$1,088,309.00","1088309","$164,334.00","Training Grant In Pediatric Endocrinology Diabetes And Metabolism","N/A - Departmental Authority","-","NEW YORK","NY","UNITED STATES","SHARON E. OBERFIELD","NIDDK - National Institute of Diabetes and Digestive and Kidney Diseases","Childhood; Diabetes Mellitus; Endocrinology; Grant; Intermediary Metabolism; Metabolic Processes; Metabolism; Metabolism and Endocrinology; Training; ..."
"2025-04-24","NIH","T32ES007322","5T32ES007322-23","Columbia University","2025-03-12","$7,011,258.00","$5,808,286.74","5808286.74","$1,202,971.00","Advanced Training In Environmental Health And Data Science: Molecules To Populations","N/A - Departmental Authority","-","NEW YORK","NY","UNITED STATES","Pam R Factor-Litvak; GARY W MILLER; MATTHEW S PERZANOWSKI","NIEHS - National Institute of Environmental Health Sciences","Data Science; Environmental Health; Environmental Health Science; Population; Training"
"2025-04-24","NIH","T32MH016434","5T32MH016434-45","Columbia University","2025-03-12","$2,386,983.00","$2,021,424.00","2021424","$365,559.00","Translational Research Training In Child Psychiatry","N/A - Departmental Authority","-","NEW YORK","NY","UNITED STATES","Kate Dimond Fitzgerald; RACHEL  MARSH; Jeremy  Veenstra-VanderWeele","NIMH - National Institute of Mental Health","Child Psychiatry; Research Training; Translational Research; Translational Science; translation research; translational investigation"
"2025-04-24","NIH","T32MH018870","5T32MH018870-37","Columbia University","2025-03-12","$2,576,569.00","$1,830,556.00","1830556","$746,013.00","Training In Schizophrenia And Psychotic Disorders: From Animal Models To Patients","N/A - Departmental Authority","-","NEW YORK","NY","UNITED STATES","Christoph  Kellendonk","NIMH - National Institute of Mental Health","Animal Model; Animal Models and Related Studies; Patients; Psychotic Disorders; Schizophrenia; Schizophrenic Disorders; Training; dementia praecox; mo..."
"2025-04-24","NIH","T32MH019139","5T32MH019139-35","Columbia University","2025-03-12","$2,685,287.00","$2,245,463.00","2245463","$439,825.00","Behavioral Sciences Research In Hiv Infection","N/A - Departmental Authority","-","NEW YORK","NY","UNITED STATES","Claude Ann Mellins","NIMH - National Institute of Mental Health","Behavioral Sciences; HIV Infections; HTLV-III Infections; HTLV-III-LAV Infections; Human T-Lymphotropic Virus Type III Infections; Research"
"2025-04-24","NIH","T32MH020004","5T32MH020004-25","Columbia University","2025-03-12","$1,710,152.00","$1,562,216.00","1562216","$147,937.00","Research Training In Late-Life Neuropsychiatric Disorders","N/A - Departmental Authority","-","NEW YORK","NY","UNITED STATES","Patrick J Brown","NIMH - National Institute of Mental Health","advanced age; elders; geriatric; late life; later life; older adult; older person; senior citizen; Elderly; Research Training; neuropsychiatric diseas..."
"2025-04-24","NIH","T32MH126036","5T32MH126036-05","Columbia University","2025-03-12","$2,057,067.00","$1,941,096.00","1941096","$115,971.00","Neurobiology And Behavior Training Grant","N/A - Departmental Authority","-","NEW YORK","NY","UNITED STATES","Wesley B Grueber","NIGMS - National Institute of General Medical Sciences; NIMH - National Institute of Mental Health","Behavior; Grant; Neurobiology; Training; neurobiological"
"2025-04-24","NIH","T32MH126772","5T32MH126772-04","University Of Miami School Of Medicine","2025-03-12","$1,017,725.00","$665,441.82","665441.82","$286,511.00","Culturally-Focused Hiv Advancements Through The Next Generation For Equity (Change) Training Program","N/A - Departmental Authority","-","CORAL GABLES","FL","UNITED STATES","Sannisha K. Dale; Daniel J Feaster; Viviana Elizabeth Horigian","NIMH - National Institute of Mental Health","AIDS Virus; Acquired Immune Deficiency Syndrome Virus; Acquired Immunodeficiency Syndrome Virus; Human Immunodeficiency Viruses; LAV-HTLV-III; Lymphad..."
"2025-04-24","NIH","T32NS007153","5T32NS007153-40","Columbia University","2025-03-12","$1,743,833.00","$1,390,847.00","1390847","$352,985.00","Neuroepidemiology Training Program","N/A - Departmental Authority","-","NEW YORK","NY","UNITED STATES","Yian  Gu; Joshua Zebadiah Willey","NINDS - National Institute of Neurological Disorders and Stroke","Training Programs; Neuro-epidemiology; Neuroepidemiology"
"2025-04-24","NIH","T32NS064928","5T32NS064928-15","Columbia University","2025-03-12","$1,149,851.00","$1,066,400.00","1066400","$83,452.00","Advanced Graduate Training Program In Neurobiology & Behavior","N/A - Departmental Authority","-","NEW YORK","NY","UNITED STATES","Ulrich  Hengst","NINDS - National Institute of Neurological Disorders and Stroke","Behavior; Neurobiology; Training Programs; neurobiological"
"2025-04-24","NIH","T32NS064929","5T32NS064929-15","Columbia University","2025-03-12","$1,051,461.00","$977,325.00","977325","$74,135.00","Advanced Graduate Training Program In Theoretical Neuroscience","N/A - Departmental Authority","-","NEW YORK","NY","UNITED STATES","Laurence F. Abbott","NINDS - National Institute of Neurological Disorders and Stroke","Neurosciences; Training Programs"
"2025-04-24","NIH","U01MH125058","5U01MH125058-05","Columbia University","2025-03-12","$2,405,065.00","$1,592,021.50","1592021.5","$813,044.00","2/3 Genomics Of Schizophrenia In The South African Xhosa","N/A - Departmental Authority","-","NEW YORK","NY","UNITED STATES","Ezra S. Susser","NIMH - National Institute of Mental Health","Africa; African; African ancestry; African descent; Age; ages; Alleles; Allelomorphs; Basal Transcription Factor; Basal transcription factor genes; ba..."
"2025-04-24","NIH","U19AI067773","5U19AI067773-20","Columbia University","2025-03-12","$30,833,964.00","$24,815,564.00","24815564","$6,018,400.14","Center For High-Throughput Minimally-Invasive Radiation Biodosimetry","N/A - Departmental Authority","-","NEW YORK","NY","UNITED STATES","DAVID JONATHAN BRENNER","NIAID - National Institute of Allergy and Infectious Diseases","0-11 years old; Address; Age; Animals; Assay; Automation; Bioassay; Biologic Models; Biological Assay; Biological Markers; Biological Models; Biostati..."
"2025-04-24","NIH","U54CA272171","5U54CA272171-03","University Of South Carolina At Columbia","2025-03-12","$9,212,740.00","$3,330,991.41","3330991.41","$4,386,670.00","Faculty Initiative For Improved Recruitment Retention And Experience (Fiirre)","N/A - Departmental Authority","-","COLUMBIA","SC","UNITED STATES","ANGELA D LIESE","NCI - National Cancer Institute","Accountability; Adoption; Advocate; Area; Award; Cell Nucleus; Cognitive Discrimination; Collaborations; Communities; Decision Making; Discipline of N..."
"2025-04-24","NIH","U54NS078059","5U54NS078059-13","Columbia University","2025-03-12","$10,219,761.97","$5,983,928.10","5983928.1","$4,235,833.87","The North American Mitochondrial Disease Consortium (Namdc)","N/A - Departmental Authority","-","NEW YORK","NY","UNITED STATES","MICHIO  HIRANO","NINDS - National Institute of Neurological Disorders and Stroke","Biometry; Biometrics; Biostatistics; Body Fluids; Cells; Cell Body; Diagnosis; Feedback; Grant; Growth; Generalized Growth; Tissue Growth; ontogeny; H..."
"2025-04-24","NIH","UM1TR004409","5UM1TR004409-02","University Of Utah","2025-03-12","$10,886,474.00","$10,008,205.59","10008205.59","$878,268.41","Ctsa Um1 Program At University Of Utah","N/A - Departmental Authority","-","SALT LAKE CITY","UT","UNITED STATES","RACHEL  HESS; Jennifer Juhl Majersik","NCATS - National Center for Advancing Translational Sciences","Acceleration; advanced age; geriatric; late life; older adult; older person; senior citizen; Elderly; Award; Biomedical Research; Clinical Study; Clin..."
"2025-04-24","NIH","R01MH116829","7R01MH116829-06","Columbia University","2025-03-12","$1,062,868.00","$991,857.00","991857","$71,011.00","Building Mobile Hiv Prevention And Mental Health Support In Low-Resource Settings","N/A - Departmental Authority","-","NEW YORK","NY","UNITED STATES","Corina  Lelutiu-Weinberger; John Edward Pachankis","NIMH - National Institute of Mental Health","Acquired Immunodeficiency Syndrome; AIDS; Acquired Immune Deficiency; Acquired Immune Deficiency Syndrome; Acquired Immuno-Deficiency Syndrome; Acquir..."
"2025-04-24","NIH","R21HD103053","7R21HD103053-03","Columbia University","2025-03-12","$287,260.71","$229,854.39","229854.39","$57,406.32","Mhealth And Mobile Ultrasound For Mothers","N/A - Departmental Authority","-","NEW YORK","NY","UNITED STATES","Ruth Marie Masterson Creber","NICHD - Eunice Kennedy Shriver National Institute of Child Health and Human Development; FIC - John E. Fogarty International Center for Advanced Study in the Health Sciences",""
"2025-04-24","NIH","R01AG089099","1R01AG089099-01","Rutgers The State University Of New Jersey","2025-03-11","$739,827.00","$141,547.72","141547.72","$598,279.28","Social Networks And Cognitive Health Among Black And Latino Sexual Minority Men In Nj","N/A - Departmental Authority","-","Newark","NJ","UNITED STATES","Mackey R Friedman; Henry Fisher Raymond; Cui  Yang","NIA - National Institute on Aging","21+ years old; AIDS Virus; Acquired Immune Deficiency Syndrome Virus; Acquired Immunodeficiency Syndrome Virus; Active Follow-up; Address; Adult; Adul..."
"2025-04-24","NIH","R01HD075787","3R01HD075787-08S1","Research Triangle Institute","2025-03-11","$100,507.00","$0.00","0","$100,507.00","Social Influences On Sexual Health Among Latinx Adolescents And Emerging Adults Who Identify As Lgbt...","N/A - Departmental Authority","-","RESEARCH TRIANGLE PARK","NC","UNITED STATES","ALEXANDRA M MINNIS","NICHD - Eunice Kennedy Shriver National Institute of Child Health and Human Development; OD - NIH Office of the Director","21 year old; 21 years of age; Active Follow-up; Address; Adolescent; Adolescent Youth; Adolescent and Young Adult; Affect; Age; Agriculture; Area; Bio..."
"2025-04-24","NIH","R01DA058642","5R01DA058642-02","Ohio State University","2025-03-11","$1,414,383.00","$1,076,855.36","1076855.36","$337,527.64","Testing A Multistage Model Of Risk Factors For Cannabis Use Utilizing A Measurement Burst Design Amo...","N/A - Departmental Authority","-","COLUMBUS","OH","UNITED STATES","CHRISTINA  DYAR","NIDA - National Institute on Drug Abuse","Affect; ages; Age; Educational aspects; Education; Emotions; Generalized Growth; Tissue Growth; ontogeny; Growth; Theoretical model; Theoretic Models;..."
"2025-04-24","NIH","R01NR020846","5R01NR020846-02","Center For Innovative Public Health Research","2025-03-11","$1,319,024.00","$514,072.00","514072","$804,952.00","#Transcendenthealth - Adapting An Lgb+ Inclusive Teen Pregnancy Prevention Program For Transgender B...","N/A - Departmental Authority","-","SAN CLEMENTE","CA","UNITED STATES","Michele L. Ybarra","NINR - National Institute of Nursing Research","18 year old; 18 years of age; Address; Adolescent; Adolescent Pregnancy; Adolescent Youth; Advisory Committees; Affect; Cognitive Discrimination; Data..."
"2025-04-24","NIH","F31AI178878","1F31AI178878-01A1","Johns Hopkins University","2025-03-10","$48,974.00","$38,375.25","38375.25","$10,598.75","Epidemiological Factors Related To Human Monkeypox Virus (Mpox) In Men Who Have Sex With Men (Msm) I...","N/A - Departmental Authority","-","BALTIMORE","MD","UNITED STATES","Thomas  Carpino","NIAID - National Institute of Allergy and Infectious Diseases","21+ years old; Adult Human; adulthood; Adult; Affect; Central Africa; ages; Age; Anxiety; Awareness; Behavior; Biologic Factor; Biological Factors; In..."
"2025-04-24","NIH","K01MH132899","1K01MH132899-01A1","University Of Minnesota","2025-03-10","$187,261.00","$103,877.04","103877.04","$83,383.96","Using Data Science To Quantify The Impact Of Misinformation, Mistrust, And Other Key Psychosocial Fa...","N/A - Departmental Authority","-","MINNEAPOLIS","MN","UNITED STATES","Michael V Bronstein","NIMH - National Institute of Mental Health","Algorithms; ANOVA; Variance Analyses; Analysis of Variance; Anxiety; Attitude; Behavior; Mental health disorders; Psychiatric Disease; Psychiatric Dis..."
"2025-04-24","NIH","K23HD112599","1K23HD112599-01A1","Children'S Research Institute","2025-03-10","$155,322.00","$81,941.77","81941.77","$73,380.23","Caregiver Decision Making For Seasonal Respiratory Vaccines For Children","N/A - Departmental Authority","-","WASHINGTON","DC","UNITED STATES","Sarah Elizabeth Schaffer DeRoo","NICHD - Eunice Kennedy Shriver National Institute of Child Health and Human Development","0-11 years old; 2019 novel corona virus; 2019 novel coronavirus; 2019-nCoV; 2019-nCoV vaccine; Acute Poliomyelitis; Address; Age; Area; Awareness; Beh..."
"2025-04-24","NIH","R01AI182165","1R01AI182165-01","Columbia University Health Sciences","2025-03-10","$866,647.00","$388,782.55","388782.55","$477,864.45","Text4Vax: Understanding The Effectiveness And Implementation Of Text Message Reminders For Pediatric...","N/A - Departmental Authority","-","NEW YORK","NY","UNITED STATES","Alexander Gabriel Fiks; Melissa S Stockwell","NIAID - National Institute of Allergy and Infectious Diseases","Adoption; Cause of Death; 0-11 years old; Child Youth; Children (0-21); kids; youngster; Child; Puericulture; Child Care; Disorder; Disease; Family; H..."
"2025-04-24","NIH","R01HD110428","1R01HD110428-01A1","University Of Pittsburgh At Pittsburgh","2025-03-10","$633,148.00","$177,430.94","177430.94","$455,717.06","Modeling Adolescent Health Care Decision-Making For Vaccines: A Community- Based Participatory Appro...","N/A - Departmental Authority","-","PITTSBURGH","PA","UNITED STATES","Kar-Hai  Chu","NICHD - Eunice Kennedy Shriver National Institute of Child Health and Human Development","17 year old; 17 years of age; 2019-nCoV vaccine; Adolescent; Adolescent Youth; Authorization; Authorization documentation; Awareness; BNT 162b2; BNT16..."
"2025-04-24","NIH","R15AI176375","1R15AI176375-01","Bentley University","2025-03-10","$379,139.00","$204,031.34","204031.34","$175,107.66","Covid-19 Vaccine Uptake And Risk Mitigation Behaviors: Understanding The Role Of Institutional Trust","N/A - Departmental Authority","-","WALTHAM","MA","UNITED STATES","Dhaval M. Dave; Rob  DeLeo; DANIELLE BLANCH HARTIGAN","NIAID - National Institute of Allergy and Infectious Diseases","21+ years old; Adult Human; adulthood; Adult; Behavior; Centers for Disease Control and Prevention (U.S.); Centers for Disease Control; Centers for Di..."
"2025-04-24","NIH","R15GM152943","1R15GM152943-01","University Of Tennessee Chattanooga","2025-03-10","$331,246.00","$106,492.66","106492.66","$224,753.34","Mathematical Modeling And Scientific Computing For Infectious Disease Research","N/A - Departmental Authority","-","CHATTANOOGA","TN","UNITED STATES","Jin  Wang","NIGMS - National Institute of General Medical Sciences","Algorithms; Behavior; Chronic Disease; Chronic Illness; chronic disorder; Clinical Research; Clinical Study; Communicable Diseases; Infectious Disease..."
"2025-04-24","NIH","R21AI183544","1R21AI183544-01A1","New York Blood Center","2025-03-10","$267,121.00","$0.00","0","$267,121.00","Understanding Transgender Women'S Immune And Behavioral Responses To Seasonal Covid-19 Vaccines To I...","N/A - Departmental Authority","-","NEW YORK","NY","UNITED STATES","Sara  Lustigman","NIAID - National Institute of Allergy and Infectious Diseases","2019 novel corona virus; 2019 novel coronavirus; 2019-nCoV; 2019-nCoV vaccine; 21+ years old; accept vaccination; accept vaccine; Acquired Immune Defi..."
"2025-04-24","NIH","R21HD110837","1R21HD110837-01A1","Arizona State University- Tempe Campus","2025-03-10","$419,796.00","$216,989.05","216989.05","$199,806.95","Reducing Vaccine Hesitancy Among Hispanic Parents Of Covid-19 Vaccine-Eligible Children","N/A - Departmental Authority","-","TEMPE","AZ","UNITED STATES","Sunny Wonsun Kim; Alexis M. Koskan","NICHD - Eunice Kennedy Shriver National Institute of Child Health and Human Development","Attitude; Behavior; Belief; Child; 0-11 years old; Child Youth; Children (0-21); kids; youngster; Communities; Community Health Aides; community healt..."
